text,label
오늘 강아지랑 등산 갔어,다이어리 작성
강아지 관점에서 오늘 하루 기록해줘,다이어리 작성
우리 강아지 오늘 처음 눈을 봤어,다이어리 작성
오늘 강아지가 간식 거절했어,다이어리 작성
강아지가 오늘 코 골면서 잤어,다이어리 작성
오늘 강아지랑 도서관 근처 걸었어,다이어리 작성
강아지 기분으로 오늘 일기 만들어줘,다이어리 작성
우리 강아지 오늘 병원에서 씩씩했어,다이어리 작성
오늘 강아지가 공 물고 왔어,다이어리 작성
강아지가 오늘 내 무릎에서 잤어,다이어리 작성
오늘 강아지랑 꽃구경 갔어,다이어리 작성
강아지 마음 담은 일기 하나 써줘,다이어리 작성
우리 강아지 오늘 발톱 깎았어,다이어리 작성
오늘 강아지가 처음으로 껴안아줬어,다이어리 작성
강아지가 오늘 새 하우스에 들어갔어,다이어리 작성
오늘 강아지랑 계곡 놀러 갔어,다이어리 작성
강아지 일기 귀엽게 써줘,다이어리 작성
우리 강아지 오늘 혼자 집 지켰어,다이어리 작성
오늘 강아지가 낯선 사람한테 반가워했어,다이어리 작성
강아지가 오늘 처음 수영장 갔어,다이어리 작성
오늘 강아지랑 펜션 다녀왔어,다이어리 작성
강아지 시점 하루 일지 부탁해,다이어리 작성
우리 강아지 오늘 생일파티 했어,다이어리 작성
오늘 강아지가 무지개를 봤어,다이어리 작성
강아지가 오늘 처음 눈싸움 했어,다이어리 작성
오늘 강아지랑 강변 산책했어,다이어리 작성
강아지 입장에서 일기 남겨줘,다이어리 작성
우리 강아지 오늘 엄청 신났어,다이어리 작성
오늘 강아지가 꿈꾸면서 자는 거 같았어,다이어리 작성
이태원 반려견 동반 카페 추천해줘,장소추천
서울에 강아지랑 갈 만한 곳 알려줘,장소추천
대형견 입장 가능한 카페 찾아줘,장소추천
야외 테라스 있는 반려견 동반 식당 추천,장소추천
근처에 애견동반 베이커리 있어?,장소추천
제주도 강아지랑 가기 좋은 카페 알려줘,장소추천
부산 해운대 반려견 동반 식당 있어?,장소추천
브런치 맛있는 펫프렌들리 카페 추천,장소추천
강아지 놀기 좋은 애견동반 펜션 알려줘,장소추천
목줄 풀어놓을 수 있는 공원 추천해줘,장소추천
반려견 동반 호텔 추천해줘,장소추천
애견동반 캠핑장 어디가 좋아?,장소추천
강아지랑 갈 만한 수영장 있는 곳 알려줘,장소추천
야외 애견 운동장 있는 카페 추천,장소추천
반려견 동반 가능한 백화점 있어?,장소추천
우리 강아지 데려갈 만한 놀이터 알려줘,장소추천
소형견 전용 카페 추천해줘,장소추천
애견 수영장 있는 지역 알려줘,장소추천
실외 펫프렌들리 공간 추천,장소추천
이촌동 근처 반려견 동반 카페 있어?,장소추천
강아지 데리고 쇼핑할 수 있는 데 알려줘,장소추천
반려견 동반 영화관 있어?,장소추천
우리 강아지랑 놀 수 있는 넓은 공원,장소추천
성수동 애견동반 카페 추천해줘,장소추천
강아지랑 같이 등산할 수 있는 산 알려줘,장소추천
반려견 동반 가능한 파티룸 있을까,장소추천
애견 놀이터 있는 카페 알려줘,장소추천
반려견 전용 해변 추천,장소추천
동탄 근처 애견동반 식당 추천해줘,장소추천
펫프렌들리 레스토랑 강남에 있어?,장소추천
반려견 데리고 갈 수 있는 도서관 있어?,장소추천
서울숲 근처 애견동반 카페 알려줘,장소추천
가평 반려견 동반 펜션 추천,장소추천
강아지 놀게 할 곳 찾아줘,장소추천
대형견도 되는 공원 추천해줘,장소추천
이번 주말에 강아지랑 갈 곳 추천해줘,장소추천
반려견 동반 가능한 브런치집 알려줘,장소추천
근처 애견동반 술집 있어?,장소추천
강아지랑 같이 갈 실내 놀이터 추천,장소추천
펫프렌들리 숙소 추천해줘,장소추천
강아지 데려갈 수 있는 루프탑 카페,장소추천
반려견 동반 미술관 있어?,장소추천
서울 강남 애견동반 카페 추천,장소추천
강아지랑 같이 갈 수 있는 수목원 알려줘,장소추천
애견 동반 가능한 바베큐집 추천,장소추천
반려견 전용 리조트 추천해줘,장소추천
우리 강아지 데려갈 예쁜 카페 추천,장소추천
홍대 주변 반려견 동반 식당 있어?,장소추천
강아지 목욕 가능한 카페 알려줘,장소추천
애견동반 가능한 북카페 추천해줘,장소추천
반려견 입장 되는 한식당 알려줘,장소추천
근처 반려견 놀이터 추천,장소추천
강아지랑 갈 수 있는 글램핑장 알려줘,장소추천
야경 보기 좋은 애견동반 카페,장소추천
반려견 동반 파스타집 있어?,장소추천
강원도 애견동반 펜션 추천해줘,장소추천
강아지 데리고 갈 만한 한적한 공원,장소추천
애견 수영장 딸린 카페 알려줘,장소추천
반려견 동반 가능한 스터디카페 있어?,장소추천
을지로 근처 반려견 동반 카페 추천,장소추천
강아지랑 갈 수 있는 분위기 좋은 레스토랑,장소추천
애견 훈련소 겸 카페 추천,장소추천
반려견 입장 가능한 공연장 있어?,장소추천
연남동 애견동반 식당 알려줘,장소추천
강아지 뛰놀 수 있는 잔디밭 있는 카페,장소추천
반려견 동반 한옥 숙소 추천,장소추천
애견 동반 가능한 디저트 카페 알려줘,장소추천
강아지랑 같이 갈 박물관 있어?,장소추천
펫프렌들리 모텔 있어?,장소추천
일산 반려견 동반 카페 추천,장소추천
반려견 동반 가능한 뷔페 있어?,장소추천
강아지랑 갈 만한 피크닉 장소 알려줘,장소추천
실내 애견 놀이터 추천해줘,장소추천
반려견 데려갈 수 있는 꽃집 있어?,장소추천
수원 애견동반 카페 추천,장소추천
강아지랑 갈 수 있는 전망대 알려줘,장소추천
반려견 동반 가능한 와인바 있어?,장소추천
송도 애견동반 식당 추천,장소추천
애견 동반 가능한 체험 농장 알려줘,장소추천
반려견 전용 스파 있는 곳 추천,장소추천
강아지 데리고 갈 만한 가족 식당,장소추천
분당 반려견 동반 카페 추천해줘,장소추천
반려견 동반 전시회 있어?,장소추천
애견 놀이터 근처 식당 알려줘,장소추천
강아지 입장 되는 키즈 카페 있어?,장소추천
경기도 반려견 동반 펜션 추천,장소추천
반려견 동반 가능한 사찰 있어?,장소추천
대구 애견동반 카페 알려줘,장소추천
강아지랑 노을 보러 갈 곳 추천,장소추천
반려견 출입 가능한 미용실 겸 카페,장소추천
남양주 애견동반 식당 추천,장소추천
반려견 동반 가능한 방탈출 있어?,장소추천
강아지 데려가기 좋은 계곡 알려줘,장소추천
대전 근처 애견 펜션 추천해줘,장소추천
반려견 동반 가능한 아이스크림 가게 있어?,장소추천
강아지랑 갈 수 있는 테마파크 알려줘,장소추천
펫프렌들리 한강공원 근처 카페,장소추천
애견 동반 가능한 요가원 있어?,장소추천
반려견과 함께 가는 빵집 추천,장소추천
강아지 놀기 좋은 넓은 카페 추천해줘,장소추천
이 카페 대형견도 입장 가능해?,시설정보
여기 강아지 메뉴 있어?,시설정보
이 식당 반려견 동반 테라스만 되는 거야?,시설정보
여기 야외 공간 있어?,시설정보
이 카페 발매트 제공해?,시설정보
여긴 목줄 풀어도 돼?,시설정보
이 공원 개방 시간은 언제야?,시설정보
여기 화장실 시설 어때?,시설정보
이 카페 흡연 구역 있어?,시설정보
여기 분양 서비스 있어?,시설정보
이 식당 배달돼?,시설정보
여기 예약 필수야?,시설정보
이 카페 주차장 넓어?,시설정보
여기 반려견 전용 공간 있어?,시설정보
이 펜션 울타리 있는 마당 있어?,시설정보
여기 강아지 간식 파는 곳 있어?,시설정보
이 카페 음료 값 얼마야?,시설정보
여기 이용 시간 제한 있어?,시설정보
이 식당 단체석 있어?,시설정보
여기 휠체어 접근 가능해?,시설정보
이 카페 와이파이 돼?,시설정보
여기 반려견 몇 마리까지 동반 가능해?,시설정보
이 공원 산책로 길이 얼마야?,시설정보
여기 미용 서비스 있어?,시설정보
이 카페 단독 좌석 있어?,시설정보
여기 반려견 놀이기구 있어?,시설정보
이 식당 룸 있어?,시설정보
여기 강아지 샤워 시설 있어?,시설정보
이 카페 난방 잘 돼?,시설정보
여기 브런치 메뉴 있어?,시설정보
이 공원 차량 진입 가능해?,시설정보
여기 반려견 무료 입장이야?,시설정보
이 카페 콘센트 있어?,시설정보
여기 반려견 사진 서비스 있어?,시설정보
이 펜션 강아지 추가 요금 있어?,시설정보
여기 예약 어디서 해?,시설정보
이 카페 배변봉투 제공해?,시설정보
여기 실외 운동장 있어?,시설정보
이 식당 강아지 물그릇 주나요?,시설정보
여기 반려견 동반 가능 시간대 따로 있어?,시설정보
이 카페 영업시간 어떻게 돼?,시설정보
여긴 중성화 필수야?,시설정보
이 공원 야간에도 열려?,시설정보
여기 반려견 동반 스튜디오 있어?,시설정보
이 카페 주차 요금 있어?,시설정보
여기 분리된 반려견 구역 있어?,시설정보
이 식당 메뉴판 볼 수 있어?,시설정보
여기 대형견 추가 요금 있어?,시설정보
이 카페 매주 쉬는 날 언제야?,시설정보
여기 반려견 동반 흡연 금지야?,시설정보
이 공원 벤치 많아?,시설정보
여기 예방접종 확인해?,시설정보
이 카페 디저트 종류 뭐 있어?,시설정보
여기 반려견 울타리 높이 얼마야?,시설정보
이 펜션 바베큐 가능해?,시설정보
여기 유모차 반입 돼?,시설정보
이 카페 반려견용 수건 있어?,시설정보
여기 분실물 보관소 있어?,시설정보
이 식당 생일 파티 가능해?,시설정보
여기 반려견 혼자 맡겨도 돼?,시설정보
이 카페 노키즈존이야?,시설정보
여기 현장 결제만 돼?,시설정보
이 공원 분수 있어?,시설정보
여기 반려견 전용 탈의실 있어?,시설정보
이 카페 방해 안 받는 좌석 있어?,시설정보
여기 강아지 컵 따로 나와?,시설정보
이 식당 포장 가능해?,시설정보
여기 반려견 픽업 서비스 있어?,시설정보
이 카페 창가 자리 있어?,시설정보
여기 중형견도 돼?,시설정보
이 공원 풀밭 있어?,시설정보
여기 대중교통으로 어떻게 가?,시설정보
이 카페 반려견 생일상 차려줘?,시설정보
여기 분실 시 보상해줘?,시설정보
이 식당 광견병 예방접종 확인해?,시설정보
여기 반려견 사료 파는 곳 있어?,시설정보
이 카페 음식 반입돼?,시설정보
여기 장시간 이용 가능해?,시설정보
이 펜션 강아지 몇 마리까지 돼?,시설정보
여기 반려견 정원 따로 있어?,시설정보
이 카페 커피 맛 어때?,시설정보
여기 반려견 대기실 있어?,시설정보
이 공원 사이즈가 얼마나 돼?,시설정보
여기 심야 영업해?,시설정보
이 카페 좌석 예약 가능해?,시설정보
여기 리드줄 대여해줘?,시설정보
이 식당 아이들도 가능해?,시설정보
여기 반려견 미끄럼방지 매트 있어?,시설정보
이 카페 반려견 포토존 있어?,시설정보
여기 반려견 구조 훈련사 있어?,시설정보
이 공원 물놀이장 있어?,시설정보
여기 반려견 동반 문구 별도 있어?,시설정보
이 카페 콜라보 메뉴 있어?,시설정보
여기 반려견 입장 조건 뭐야?,시설정보
이 펜션 냉난방 돼?,시설정보
여기 대여 상품 있어?,시설정보
이 식당 가격대 어떻게 돼?,시설정보
여기 반려견 전용 간식 자판기 있어?,시설정보
이 카페 사진 촬영 허용해?,시설정보
여기 반려견 배변 장소 있어?,시설정보
안녕,기타
안녕하세요,기타
반가워요,기타
처음 왔어요,기타
오늘 날씨 어때요,기타
좋은 아침이에요,기타
잘 지내고 있나요,기타
오랜만이에요,기타
오늘도 잘 부탁해요,기타
반갑습니다,기타
강아지가 밥을 안 먹어요,기타
우리 강아지 식욕이 없어요,기타
강아지 발바닥이 갈라졌어요,기타
눈물 자국 없애는 방법 알려줘,기타
강아지 눈이 자꾸 충혈돼요,기타
강아지 귀에서 냄새가 나요,기타
강아지가 자꾸 발을 핥아요,기타
강아지 털 빠짐이 너무 심해요,기타
강아지 피부가 가려운 것 같아요,기타
강아지 변이 이상한 것 같아요,기타
강아지가 기침을 자주 해요,기타
강아지 체중이 너무 많이 나가요,기타
강아지 예방접종 언제 해야 해요,기타
강아지 심장사상충 예방은 어떻게 해요,기타
강아지 양치질 어떻게 하나요,기타
강아지가 너무 짖어요,기타
짖음을 줄이는 방법이 있을까요,기타
배변 훈련은 어떻게 시작하나요,기타
강아지가 소파를 자꾸 물어뜯어요,기타
강아지 앉아 훈련 어떻게 해요,기타
강아지가 산책 중에 당겨요,기타
강아지 사회화 훈련이 뭐예요,기타
강아지 분리불안 어떻게 고치나요,기타
강아지가 낯선 사람을 무서워해요,기타
강아지 훈련 언제부터 시작하면 좋아요,기타
이 앱 어떻게 써요,기타
무슨 기능이 있어요,기타
어떤 서비스를 제공하나요,기타
앱 사용법을 알려주세요,기타
챗봇이 뭘 도와줄 수 있나요,기타
회원가입은 어떻게 해요,기타
반려견 등록은 어떻게 하나요,기타
비밀번호를 잊어버렸어요,기타
앱이 잘 안 열려요,기타
알림 설정은 어디서 하나요,기타
강아지 이름 뭐가 좋을까요,기타
견종 추천해 주세요,기타
소형견이랑 대형견 중에 뭐가 좋을까요,기타
강아지 처음 키우는데 뭐가 필요한가요,기타
강아지랑 같이 자도 돼요,기타
강아지 수명이 얼마나 돼요,기타
푸들이랑 말티즈 중에 어떤 게 좋아요,기타
강아지 입양하려면 어떻게 해요,기타
유기견 입양 절차 알려주세요,기타
강아지 보험 들어야 하나요,기타
오늘 강아지가 너무 귀여웠어요,기타
우리 강아지 자랑해도 돼요,기타
강아지랑 놀다가 물렸어요,기타
강아지가 다른 강아지를 너무 무서워해요,기타
강아지 사료 추천해줘요,기타
습식 사료랑 건식 사료 차이가 뭐예요,기타
강아지한테 과일 줘도 돼요,기타
강아지가 포도를 먹었어요,기타
강아지한테 줘도 되는 간식이 뭐예요,기타
강아지 목욕 얼마나 자주 해야 해요,기타
강아지 미용은 어떻게 해요,기타
강아지 발톱은 얼마나 자주 잘라줘야 해요,기타
강아지가 열이 있는 것 같아요,기타
강아지가 갑자기 다리를 절어요,기타
강아지가 구토를 했어요,기타
강아지 중성화 수술 해야 하나요,기타
강아지가 임신한 것 같아요,기타
노령견 케어 방법 알려주세요,기타
강아지랑 비행기 탈 수 있어요,기타
여행 갈 때 강아지 어떻게 해요,기타
펫시터 구하는 방법이 뭐예요,기타
강아지 유치원이 뭐예요,기타
고마워요,기타
도움이 됐어요,기타
잘 모르겠어요,기타
다시 설명해줄 수 있어요,기타
안녕?,기타
안녕!,기타
안녕ㅎㅎ,기타
잘 있어?,기타
뭐해?,기타
뭐 해?,기타
잘 지냈어?,기타
오랜만이야,기타
오늘 어때?,기타
잘 자?,기타
너는 누구니,기타
너는 누구야,기타
넌 뭐야,기타
이름이 뭐야,기타
뭘 할 수 있어?,기타
뭘 도와줄 수 있어?,기타
어떤 기능이 있어?,기타
챗봇이야?,기타
AI야?,기타
사람이야?,기타
배고프다,기타
배고파,기타
밥 먹고 싶다,기타
뭐 먹지,기타
집가고싶다,기타
집에 가고 싶어,기타
퇴근하고 싶다,기타
피곤해,기타
피곤하다,기타
졸려,기타
졸리다,기타
심심해,기타
심심하다,기타
똥마려,기타
화장실 가고 싶어,기타
머리 아파,기타
힘들어,기타
힘들다,기타
짜증나,기타
기분 좋다,기타
기분이 좋아,기타
행복해,기타
슬퍼,기타
우울해,기타
설레,기타
오늘 날씨 좋다,기타
비 온다,기타
춥다,기타
덥다,기타
오늘 뭐 먹었어?,기타
점심 뭐 먹지,기타
치킨 먹고 싶다,기타
강아지 귀엽다,기타
우리 개 자고 있어,기타
강아지랑 놀고 싶어,기타
강아지 보고 싶다,기타
강아지 사랑해,기타
우리 강아지 최고야,기타
강아지가 내 옆에 있어,기타
산책 다녀왔어,기타
오늘 산책 어땠어?,기타
고마워,기타
감사합니다,기타
수고해,기타
잘가,기타
안녕히 계세요,기타
ㅋㅋ,기타
ㅎㅎ,기타
ㅠㅠ,기타
ㅋㅋㅋ,기타
그래,기타
응,기타
아니,기타
모르겠어,기타
그렇구나,기타
진짜?,기타
대박,기타
헐,기타
어린이대공원 반려견 동반 가능해?,시설정보
스타벅스 청담점 주차장 있어?,시설정보
남산공원 언제까지 열려?,시설정보
보라매공원 강아지 출입 돼?,시설정보
어대공공원 운영시간 알려줘,시설정보
아차산생태공원 대형견 입장 가능?,시설정보
롯데월드몰 반려견 동반 식당 있어?,시설정보
스타필드 하남점 개모차 대여해줘?,시설정보
올림픽공원 강아지 산책 가능한가요?,시설정보
뚝섬유원지 반려견 동반 구역 있어?,시설정보
이케아 광명점 강아지 데려가도 돼?,시설정보
신세계백화점 강남점 애견동반 룰이 뭐야?,시설정보
북서울꿈의숲 주차 요금 알려줘,시설정보
해운대 해수욕장 반려견 입장 가능 시간,시설정보
여의도 한강공원 애견 놀이터 위치 어디야?,시설정보
